strategy_name,symbol,market_cap_name,market_cap_bucket,sector,signal_date,entry_date,exit_date,entry_price,exit_price,target_price,stop_price,outcome,success,holding_trading_days,holding_calendar_days,return_pct,max_favorable_excursion_pct,max_adverse_excursion_pct,forward_5d_return_pct,forward_10d_return_pct,forward_20d_return_pct,forward_60d_return_pct,exit_was_ambiguous,latest_available_date
target_5_stop_5,JPOLYINVST,Smallcap,Smallcap,Financials,2026-02-16,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,RACLGEAR,Smallcap,Smallcap,Auto,2026-02-16,2026-02-17,2026-02-17,1506.3,1656.93,1656.93,1430.99,TARGET_HIT,true,0,0,10.0,12.32,-1.65,-6.96,-9.15,-18.97,-15.69,false,2026-06-22
target_5_stop_5,RACLGEAR,Smallcap,Smallcap,Auto,2026-02-16,2026-02-17,2026-02-17,1506.3,1581.62,1581.62,1430.99,TARGET_HIT,true,0,0,5.0,12.32,-1.65,-6.96,-9.15,-18.97,-15.69,false,2026-06-22
target_10_stop_5,TORNTPHARM,Largecap,Largecap,Healthcare,2026-02-16,2026-02-17,2026-04-02,4271.5,4057.93,4698.65,4057.93,STOP_LOSS,false,29,44,-5.0,4.95,-9.37,2.96,1.63,0.42,3.69,false,2026-06-23
target_5_stop_5,TORNTPHARM,Largecap,Largecap,Healthcare,2026-02-16,2026-02-17,2026-04-02,4271.5,4057.93,4485.08,4057.93,STOP_LOSS,false,29,44,-5.0,4.95,-9.37,2.96,1.63,0.42,3.69,false,2026-06-23
target_10_stop_5,GRAPHITE,Midcap,Midcap,Industrials,2026-02-17,2026-02-18,2026-02-27,672.95,740.25,740.25,639.3,TARGET_HIT,true,7,9,10.0,11.0,-0.29,6.89,1.74,-10.88,10.6,false,2026-06-12
target_5_stop_5,GRAPHITE,Midcap,Midcap,Industrials,2026-02-17,2026-02-18,2026-02-25,672.95,706.6,706.6,639.3,TARGET_HIT,true,5,7,5.0,8.03,-0.29,6.89,1.74,-10.88,10.6,false,2026-06-12
target_10_stop_5,JPOLYINVST,Smallcap,Smallcap,Financials,2026-02-17,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,JPOLYINVST,Smallcap,Smallcap,Financials,2026-02-17,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,TFCILTD,Smallcap,Smallcap,Financials,2026-02-17,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,TFCILTD,Smallcap,Smallcap,Financials,2026-02-17,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,ABSLAMC,Largecap,Largecap,Financials,2026-02-18,2026-02-19,2026-03-02,907.35,861.98,998.09,861.98,STOP_LOSS,false,7,11,-5.0,3.0,-5.84,0.61,1.88,4.11,11.5,false,2026-06-23
target_5_stop_5,ABSLAMC,Largecap,Largecap,Financials,2026-02-18,2026-02-19,2026-03-02,907.35,861.98,952.72,861.98,STOP_LOSS,false,7,11,-5.0,3.0,-5.84,0.61,1.88,4.11,11.5,false,2026-06-23
target_10_stop_5,CUMMINSIND,Largecap,Largecap,Industrials,2026-02-18,2026-02-19,2026-03-23,4702.4,4467.28,5172.64,4467.28,STOP_LOSS,false,21,32,-5.0,6.05,-6.56,5.54,2.09,-1.85,13.84,false,2026-06-23
target_5_stop_5,CUMMINSIND,Largecap,Largecap,Industrials,2026-02-18,2026-02-19,2026-02-24,4702.4,4937.52,4937.52,4467.28,TARGET_HIT,true,3,5,5.0,5.09,-1.76,5.54,2.09,-1.85,13.84,false,2026-06-23
target_10_stop_5,UNIVPHOTO,Smallcap,Smallcap,Consumer Discretionary,2026-02-18,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,UNIVPHOTO,Smallcap,Smallcap,Consumer Discretionary,2026-02-18,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,UNITEDTEA,Smallcap,Smallcap,FMCG,2026-02-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,UNITEDTEA,Smallcap,Smallcap,FMCG,2026-02-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,MASFIN,Midcap,Midcap,Financials,2026-02-23,2026-02-24,2026-02-27,343.75,326.56,378.13,326.56,STOP_LOSS,false,3,3,-5.0,0.07,-6.04,-10.98,-11.74,-12.22,-8.25,false,2026-06-22
target_5_stop_5,MASFIN,Midcap,Midcap,Financials,2026-02-23,2026-02-24,2026-02-27,343.75,326.56,360.94,326.56,STOP_LOSS,false,3,3,-5.0,0.07,-6.04,-10.98,-11.74,-12.22,-8.25,false,2026-06-22
target_10_stop_5,AGIIL,Smallcap,Smallcap,Realty,2026-02-25,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,AGIIL,Smallcap,Smallcap,Realty,2026-02-25,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,DATAPATTNS,Largecap,Largecap,Aerospace & Defence,2026-02-26,2026-02-27,2026-03-06,3230.0,3553.0,3553.0,3068.5,TARGET_HIT,true,4,7,10.0,11.75,-4.71,8.15,-4.15,-3.79,24.62,false,2026-06-23
target_5_stop_5,DATAPATTNS,Largecap,Largecap,Aerospace & Defence,2026-02-26,2026-02-27,2026-03-05,3230.0,3391.5,3391.5,3068.5,TARGET_HIT,true,3,6,5.0,5.94,-4.71,8.15,-4.15,-3.79,24.62,false,2026-06-23
target_10_stop_5,AEROFLEX,Midcap,Midcap,Metals & Mining,2026-02-27,2026-03-02,2026-03-09,221.0,209.95,243.1,209.95,STOP_LOSS,false,4,7,-5.0,6.33,-6.34,-0.23,13.92,14.38,96.56,false,2026-06-23
target_5_stop_5,AEROFLEX,Midcap,Midcap,Metals & Mining,2026-02-27,2026-03-02,2026-03-02,221.0,232.05,232.05,209.95,TARGET_HIT,true,0,0,5.0,6.33,0.0,-0.23,13.92,14.38,96.56,false,2026-06-23
target_10_stop_5,SAILIFE,Largecap,Largecap,Healthcare,2026-02-27,2026-03-02,2026-03-13,992.5,942.88,1091.75,942.88,STOP_LOSS,false,8,11,-5.0,9.22,-5.49,1.83,-0.64,-3.28,14.63,false,2026-06-12
target_5_stop_5,SAILIFE,Largecap,Largecap,Healthcare,2026-02-27,2026-03-02,2026-03-05,992.5,1042.13,1042.13,942.88,TARGET_HIT,true,2,3,5.0,9.22,-3.68,1.83,-0.64,-3.28,14.63,false,2026-06-12
target_10_stop_5,AUROPHARMA,Largecap,Largecap,Healthcare,2026-03-10,2026-03-11,2026-04-22,1291.0,1420.1,1420.1,1226.45,TARGET_HIT,true,26,42,10.0,10.39,-3.95,-1.7,1.3,3.78,13.41,false,2026-06-23
target_5_stop_5,AUROPHARMA,Largecap,Largecap,Healthcare,2026-03-10,2026-03-11,2026-04-01,1291.0,1355.55,1355.55,1226.45,TARGET_HIT,true,13,21,5.0,5.34,-3.95,-1.7,1.3,3.78,13.41,false,2026-06-23
target_10_stop_5,COALINDIA,Largecap,Largecap,Metals & Mining,2026-03-12,2026-03-13,2026-03-18,473.0,449.35,520.3,449.35,STOP_LOSS,false,3,5,-5.0,0.63,-5.03,-1.03,-4.77,-8.51,-6.12,false,2026-06-25
target_5_stop_5,COALINDIA,Largecap,Largecap,Metals & Mining,2026-03-12,2026-03-13,2026-03-18,473.0,449.35,496.65,449.35,STOP_LOSS,false,3,5,-5.0,0.63,-5.03,-1.03,-4.77,-8.51,-6.12,false,2026-06-25
target_10_stop_5,TIMKEN,Largecap,Largecap,Industrials,2026-03-16,2026-03-17,2026-03-19,3439.1,3267.15,3783.01,3267.15,STOP_LOSS,false,2,2,-5.0,0.0,-7.53,-8.79,-2.65,1.86,4.91,false,2026-06-22
target_5_stop_5,TIMKEN,Largecap,Largecap,Industrials,2026-03-16,2026-03-17,2026-03-19,3439.1,3267.15,3611.06,3267.15,STOP_LOSS,false,2,2,-5.0,0.0,-7.53,-8.79,-2.65,1.86,4.91,false,2026-06-22
target_10_stop_5,IPCALAB,Largecap,Largecap,Healthcare,2026-03-17,2026-03-18,2026-04-02,1560.0,1482.0,1716.0,1482.0,STOP_LOSS,false,9,15,-5.0,3.85,-8.17,0.64,-6.67,-5.35,-1.05,false,2026-06-23
target_5_stop_5,IPCALAB,Largecap,Largecap,Healthcare,2026-03-17,2026-03-18,2026-04-02,1560.0,1482.0,1638.0,1482.0,STOP_LOSS,false,9,15,-5.0,3.85,-8.17,0.64,-6.67,-5.35,-1.05,false,2026-06-23
target_10_stop_5,MAHAPEXLTD,Smallcap,Smallcap,Financials,2026-03-18,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,MAHAPEXLTD,Smallcap,Smallcap,Financials,2026-03-18,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,TATAPOWER,Largecap,Largecap,Power & Utilities,2026-03-20,2026-03-23,2026-03-23,402.7,382.57,442.97,382.57,STOP_LOSS,false,0,0,-5.0,0.15,-7.38,-5.59,-1.99,8.02,-1.17,false,2026-06-23
target_5_stop_5,TATAPOWER,Largecap,Largecap,Power & Utilities,2026-03-20,2026-03-23,2026-03-23,402.7,382.57,422.84,382.57,STOP_LOSS,false,0,0,-5.0,0.15,-7.38,-5.59,-1.99,8.02,-1.17,false,2026-06-23
target_10_stop_5,PFOCUS,Midcap,Midcap,Realty,2026-03-24,2026-03-25,2026-03-30,312.05,343.26,343.26,296.45,TARGET_HIT,true,4,5,10.0,10.11,-4.21,5.54,12.0,8.17,-23.03,false,2026-06-23
target_5_stop_5,PFOCUS,Midcap,Midcap,Realty,2026-03-24,2026-03-25,2026-03-27,312.05,327.65,327.65,296.45,TARGET_HIT,true,2,2,5.0,5.72,-4.21,5.54,12.0,8.17,-23.03,false,2026-06-23
target_10_stop_5,GRANULES,Midcap,Midcap,Healthcare,2026-03-25,2026-03-27,2026-04-23,629.1,692.01,692.01,597.65,TARGET_HIT,true,16,27,10.0,10.7,-4.28,1.54,3.74,11.99,,false,2026-06-23
target_5_stop_5,GRANULES,Midcap,Midcap,Healthcare,2026-03-25,2026-03-27,2026-04-20,629.1,660.56,660.56,597.65,TARGET_HIT,true,13,24,5.0,8.89,-4.28,1.54,3.74,11.99,,false,2026-06-23
target_10_stop_5,ADANIENSOL,Largecap,Largecap,Power & Utilities,2026-04-08,2026-04-09,2026-04-13,1073.2,1180.52,1180.52,1019.54,TARGET_HIT,true,2,4,10.0,10.63,-1.9,17.39,31.56,24.9,,false,2026-06-23
target_5_stop_5,ADANIENSOL,Largecap,Largecap,Power & Utilities,2026-04-08,2026-04-09,2026-04-10,1073.2,1126.86,1126.86,1019.54,TARGET_HIT,true,1,1,5.0,8.13,-1.9,17.39,31.56,24.9,,false,2026-06-23
target_10_stop_5,STEELCAS,Smallcap,Smallcap,Industrials,2026-04-08,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,STEELCAS,Smallcap,Smallcap,Industrials,2026-04-08,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,BSE,Largecap,Largecap,Financials,2026-04-09,2026-04-10,2026-04-29,3310.0,3641.0,3641.0,3144.5,TARGET_HIT,true,12,19,10.0,11.04,-3.31,4.85,6.79,16.37,,false,2026-06-23
target_5_stop_5,BSE,Largecap,Largecap,Financials,2026-04-09,2026-04-10,2026-04-17,3310.0,3475.5,3475.5,3144.5,TARGET_HIT,true,4,7,5.0,7.25,-3.31,4.85,6.79,16.37,,false,2026-06-23
target_10_stop_5,CUMMINSIND,Largecap,Largecap,Industrials,2026-04-10,2026-04-13,2026-05-27,5030.0,5533.0,5533.0,4778.5,TARGET_HIT,true,30,44,10.0,21.25,-1.57,1.72,4.53,3.62,,false,2026-06-23
target_5_stop_5,CUMMINSIND,Largecap,Largecap,Industrials,2026-04-10,2026-04-13,2026-04-27,5030.0,5281.5,5281.5,4778.5,TARGET_HIT,true,9,14,5.0,5.54,-1.57,1.72,4.53,3.62,,false,2026-06-23
target_10_stop_5,INOXINDIA,Midcap,Midcap,Industrials,2026-04-10,2026-04-13,2026-04-15,1299.1,1429.01,1429.01,1234.14,TARGET_HIT,true,1,2,10.0,14.69,-0.92,14.13,14.48,9.68,,false,2026-06-23
target_5_stop_5,INOXINDIA,Midcap,Midcap,Industrials,2026-04-10,2026-04-13,2026-04-13,1299.1,1364.06,1364.06,1234.14,TARGET_HIT,true,0,0,5.0,9.69,-0.92,14.13,14.48,9.68,,false,2026-06-23
target_10_stop_5,MCX,Largecap,Largecap,Financials,2026-04-10,2026-04-13,2026-04-29,2650.0,2915.0,2915.0,2517.5,TARGET_HIT,true,11,16,10.0,12.49,-0.79,6.63,9.36,20.91,,false,2026-06-23
target_5_stop_5,MCX,Largecap,Largecap,Financials,2026-04-10,2026-04-13,2026-04-15,2650.0,2782.5,2782.5,2517.5,TARGET_HIT,true,1,2,5.0,9.02,-0.79,6.63,9.36,20.91,,false,2026-06-23
target_10_stop_5,SHRIPISTON,Midcap,Midcap,Auto,2026-04-10,2026-04-13,2026-05-14,3501.0,3325.95,3851.1,3325.95,STOP_LOSS,false,21,31,-5.0,7.54,-5.67,2.45,-0.71,-2.86,,false,2026-06-23
target_5_stop_5,SHRIPISTON,Midcap,Midcap,Auto,2026-04-10,2026-04-13,2026-04-13,3501.0,3676.05,3676.05,3325.95,TARGET_HIT,true,0,0,5.0,5.06,0.0,2.45,-0.71,-2.86,,false,2026-06-23
target_10_stop_5,SONACOMS,Largecap,Largecap,Auto,2026-04-10,2026-04-13,2026-04-29,549.75,604.73,604.73,522.26,TARGET_HIT,true,11,16,10.0,11.21,-1.63,5.74,8.92,7.57,,false,2026-06-23
target_5_stop_5,SONACOMS,Largecap,Largecap,Auto,2026-04-10,2026-04-13,2026-04-15,549.75,577.24,577.24,522.26,TARGET_HIT,true,1,2,5.0,7.54,-1.63,5.74,8.92,7.57,,false,2026-06-23
target_10_stop_5,TDPOWERSYS,Midcap,Midcap,Industrials,2026-04-10,2026-04-13,2026-04-17,915.0,1006.5,1006.5,869.25,TARGET_HIT,true,3,4,10.0,10.27,-1.02,11.2,25.2,28.51,,false,2026-06-23
target_5_stop_5,TDPOWERSYS,Midcap,Midcap,Industrials,2026-04-10,2026-04-13,2026-04-15,915.0,960.75,960.75,869.25,TARGET_HIT,true,1,2,5.0,5.54,-1.02,11.2,25.2,28.51,,false,2026-06-23
target_10_stop_5,MCX,Largecap,Largecap,Financials,2026-04-13,2026-04-15,2026-05-08,2844.9,3129.39,3129.39,2702.66,TARGET_HIT,true,16,23,10.0,10.23,-3.12,-2.17,4.34,17.37,,false,2026-06-23
target_5_stop_5,MCX,Largecap,Largecap,Financials,2026-04-13,2026-04-15,2026-05-04,2844.9,2987.15,2987.15,2702.66,TARGET_HIT,true,12,19,5.0,6.89,-3.12,-2.17,4.34,17.37,,false,2026-06-23
target_10_stop_5,KIRLOSENG,Largecap,Largecap,Industrials,2026-04-15,2026-04-16,2026-05-15,1618.0,1537.1,1779.8,1537.1,STOP_LOSS,false,20,29,-5.0,9.7,-5.06,-0.48,4.96,7.55,,false,2026-06-23
target_5_stop_5,KIRLOSENG,Largecap,Largecap,Industrials,2026-04-15,2026-04-16,2026-04-28,1618.0,1698.9,1698.9,1537.1,TARGET_HIT,true,8,12,5.0,7.59,-2.87,-0.48,4.96,7.55,,false,2026-06-23
target_10_stop_5,NMDC,Largecap,Largecap,Metals & Mining,2026-04-15,2026-04-16,2026-06-02,87.6,96.36,96.36,83.22,TARGET_HIT,true,31,47,10.0,11.0,-2.0,-0.33,3.16,4.35,,false,2026-06-23
target_5_stop_5,NMDC,Largecap,Largecap,Metals & Mining,2026-04-15,2026-04-16,2026-04-29,87.6,91.98,91.98,83.22,TARGET_HIT,true,9,13,5.0,5.9,-2.0,-0.33,3.16,4.35,,false,2026-06-23
target_10_stop_5,PAISALO,Midcap,Midcap,Financials,2026-04-15,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,PAISALO,Midcap,Midcap,Financials,2026-04-15,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,PFC,Largecap,Largecap,Financials,2026-04-15,2026-04-16,2026-05-20,447.8,425.41,492.58,425.41,STOP_LOSS,false,23,34,-5.0,8.64,-5.68,4.91,0.13,-0.46,,false,2026-06-23
target_5_stop_5,PFC,Largecap,Largecap,Financials,2026-04-15,2026-04-16,2026-04-20,447.8,470.19,470.19,425.41,TARGET_HIT,true,2,4,5.0,6.12,-0.29,4.91,0.13,-0.46,,false,2026-06-23
target_10_stop_5,QPOWER,Midcap,Midcap,Industrials,2026-04-15,2026-04-16,2026-04-17,1125.05,1237.56,1237.56,1068.8,TARGET_HIT,true,2,1,10.0,11.02,-2.68,13.53,22.11,22.66,3.37,false,2026-06-25
target_5_stop_5,QPOWER,Midcap,Midcap,Industrials,2026-04-15,2026-04-16,2026-04-17,1125.05,1181.3,1181.3,1068.8,TARGET_HIT,true,2,1,5.0,11.02,-2.68,13.53,22.11,22.66,3.37,false,2026-06-25
target_10_stop_5,TATAPOWER,Largecap,Largecap,Power & Utilities,2026-04-15,2026-04-16,2026-05-13,427.4,406.03,470.14,406.03,STOP_LOSS,false,18,27,-5.0,8.77,-8.56,0.68,4.01,-4.77,,false,2026-06-23
target_5_stop_5,TATAPOWER,Largecap,Largecap,Power & Utilities,2026-04-15,2026-04-16,2026-04-27,427.4,448.77,448.77,406.03,TARGET_HIT,true,7,11,5.0,6.68,-2.62,0.68,4.01,-4.77,,false,2026-06-23
target_10_stop_5,TIMKEN,Largecap,Largecap,Industrials,2026-04-15,2026-04-16,2026-04-29,3599.0,3419.05,3958.9,3419.05,STOP_LOSS,false,9,13,-5.0,2.24,-5.11,0.03,-4.73,-1.88,,false,2026-06-22
target_5_stop_5,TIMKEN,Largecap,Largecap,Industrials,2026-04-15,2026-04-16,2026-04-29,3599.0,3419.05,3778.95,3419.05,STOP_LOSS,false,9,13,-5.0,2.24,-5.11,0.03,-4.73,-1.88,,false,2026-06-22
target_10_stop_5,AZAD,Midcap,Midcap,Aerospace & Defence,2026-04-16,2026-04-17,2026-04-23,1875.1,2062.61,2062.61,1781.34,TARGET_HIT,true,4,6,10.0,14.61,-1.02,11.47,15.28,2.42,,false,2026-06-23
target_5_stop_5,AZAD,Midcap,Midcap,Aerospace & Defence,2026-04-16,2026-04-17,2026-04-22,1875.1,1968.86,1968.86,1781.34,TARGET_HIT,true,3,5,5.0,5.86,-1.02,11.47,15.28,2.42,,false,2026-06-23
target_10_stop_5,DIVGIITTS,Smallcap,Smallcap,Auto,2026-04-16,2026-04-17,2026-04-20,800.95,760.9,881.05,760.9,STOP_LOSS,false,1,3,-5.0,0.01,-6.32,-6.05,-11.49,-18.79,,false,2026-06-22
target_5_stop_5,DIVGIITTS,Smallcap,Smallcap,Auto,2026-04-16,2026-04-17,2026-04-20,800.95,760.9,841.0,760.9,STOP_LOSS,false,1,3,-5.0,0.01,-6.32,-6.05,-11.49,-18.79,,false,2026-06-22
target_10_stop_5,GMDCLTD,Midcap,Midcap,Metals & Mining,2026-04-16,2026-04-17,2026-04-20,746.75,709.41,821.43,709.41,STOP_LOSS,false,1,3,-5.0,3.37,-7.73,-10.3,-2.56,-15.26,,false,2026-06-23
target_5_stop_5,GMDCLTD,Midcap,Midcap,Metals & Mining,2026-04-16,2026-04-17,2026-04-20,746.75,709.41,784.09,709.41,STOP_LOSS,false,1,3,-5.0,3.37,-7.73,-10.3,-2.56,-15.26,,false,2026-06-23
target_10_stop_5,IMFA,Midcap,Midcap,Metals & Mining,2026-04-16,2026-04-17,2026-04-21,1564.9,1486.66,1721.39,1486.66,STOP_LOSS,false,2,4,-5.0,1.14,-5.55,-3.85,-8.63,-7.3,,false,2026-06-25
target_5_stop_5,IMFA,Midcap,Midcap,Metals & Mining,2026-04-16,2026-04-17,2026-04-21,1564.9,1486.66,1643.15,1486.66,STOP_LOSS,false,2,4,-5.0,1.14,-5.55,-3.85,-8.63,-7.3,,false,2026-06-25
target_10_stop_5,NATIONALUM,Largecap,Largecap,Metals & Mining,2026-04-16,2026-04-17,2026-04-30,432.0,410.4,475.2,410.4,STOP_LOSS,false,9,13,-5.0,3.04,-8.74,1.17,-5.6,-7.3,,false,2026-06-23
target_5_stop_5,NATIONALUM,Largecap,Largecap,Metals & Mining,2026-04-16,2026-04-17,2026-04-30,432.0,410.4,453.6,410.4,STOP_LOSS,false,9,13,-5.0,3.04,-8.74,1.17,-5.6,-7.3,,false,2026-06-23
target_10_stop_5,NLCINDIA,Largecap,Largecap,Power & Utilities,2026-04-16,2026-04-17,2026-05-04,300.0,330.0,330.0,285.0,TARGET_HIT,true,10,17,10.0,10.0,-2.28,-0.3,6.8,16.05,,false,2026-06-23
target_5_stop_5,NLCINDIA,Largecap,Largecap,Power & Utilities,2026-04-16,2026-04-17,2026-04-20,300.0,315.0,315.0,285.0,TARGET_HIT,true,1,3,5.0,6.18,-0.4,-0.3,6.8,16.05,,false,2026-06-23
target_10_stop_5,SCI,Midcap,Midcap,Transportation,2026-04-16,2026-04-17,2026-04-17,292.29,321.52,321.52,277.68,TARGET_HIT,true,0,0,10.0,10.44,-0.1,-1.37,8.98,17.93,,false,2026-06-12
target_5_stop_5,SCI,Midcap,Midcap,Transportation,2026-04-16,2026-04-17,2026-04-17,292.29,306.9,306.9,277.68,TARGET_HIT,true,0,0,5.0,10.44,-0.1,-1.37,8.98,17.93,,false,2026-06-12
target_10_stop_5,SENORES,Midcap,Midcap,Healthcare,2026-04-16,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,SENORES,Midcap,Midcap,Healthcare,2026-04-16,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,VEDL,Largecap,Largecap,Metals & Mining,2026-04-16,2026-04-17,2026-04-23,409.75,389.26,450.73,389.26,STOP_LOSS,false,4,6,-5.0,1.55,-6.36,-7.91,-28.09,-20.2,,false,2026-06-23
target_5_stop_5,VEDL,Largecap,Largecap,Metals & Mining,2026-04-16,2026-04-17,2026-04-23,409.75,389.26,430.24,389.26,STOP_LOSS,false,4,6,-5.0,1.55,-6.36,-7.91,-28.09,-20.2,,false,2026-06-23
target_10_stop_5,LAURUSLABS,Largecap,Largecap,Healthcare,2026-04-17,2026-04-20,2026-05-11,1135.75,1249.33,1249.33,1078.96,TARGET_HIT,true,14,21,10.0,12.46,-4.91,-1.07,2.5,18.42,,false,2026-06-23
target_5_stop_5,LAURUSLABS,Largecap,Largecap,Healthcare,2026-04-17,2026-04-20,2026-05-06,1135.75,1192.54,1192.54,1078.96,TARGET_HIT,true,11,16,5.0,5.71,-4.91,-1.07,2.5,18.42,,false,2026-06-23
target_10_stop_5,LLOYDSME,Largecap,Largecap,Metals & Mining,2026-04-17,2026-04-20,2026-05-04,1631.0,1794.1,1794.1,1549.45,TARGET_HIT,true,9,14,10.0,11.28,-0.77,6.09,9.37,2.05,,false,2026-06-23
target_5_stop_5,LLOYDSME,Largecap,Largecap,Metals & Mining,2026-04-17,2026-04-20,2026-04-27,1631.0,1712.55,1712.55,1549.45,TARGET_HIT,true,5,7,5.0,7.11,-0.77,6.09,9.37,2.05,,false,2026-06-23
target_10_stop_5,NAM-INDIA,Largecap,Largecap,Financials,2026-04-17,2026-04-20,2026-04-24,1024.95,973.7,1127.45,973.7,STOP_LOSS,false,4,4,-5.0,3.85,-5.16,-3.44,2.72,5.59,,false,2026-06-23
target_5_stop_5,NAM-INDIA,Largecap,Largecap,Financials,2026-04-17,2026-04-20,2026-04-24,1024.95,973.7,1076.2,973.7,STOP_LOSS,false,4,4,-5.0,3.85,-5.16,-3.44,2.72,5.59,,false,2026-06-23
target_10_stop_5,NAVA,Midcap,Midcap,Miscellaneous,2026-04-17,2026-04-20,2026-04-24,700.0,665.0,770.0,665.0,STOP_LOSS,false,4,4,-5.0,3.57,-6.71,-4.57,-3.19,-13.88,,false,2026-06-12
target_5_stop_5,NAVA,Midcap,Midcap,Miscellaneous,2026-04-17,2026-04-20,2026-04-24,700.0,665.0,735.0,665.0,STOP_LOSS,false,4,4,-5.0,3.57,-6.71,-4.57,-3.19,-13.88,,false,2026-06-12
target_10_stop_5,SATIN,Smallcap,Smallcap,Financials,2026-04-17,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,SATIN,Smallcap,Smallcap,Financials,2026-04-17,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,ADANIGREEN,Largecap,Largecap,Power & Utilities,2026-04-20,2026-04-21,2026-04-29,1155.15,1270.67,1270.67,1097.39,TARGET_HIT,true,6,8,10.0,10.11,-1.05,8.21,17.13,18.01,,false,2026-06-23
target_5_stop_5,ADANIGREEN,Largecap,Largecap,Power & Utilities,2026-04-20,2026-04-21,2026-04-23,1155.15,1212.91,1212.91,1097.39,TARGET_HIT,true,2,2,5.0,7.35,-1.05,8.21,17.13,18.01,,false,2026-06-23
target_10_stop_5,ARIHANT,Smallcap,Smallcap,Realty,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,ARIHANT,Smallcap,Smallcap,Realty,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,BHARATWIRE,Smallcap,Smallcap,Metals & Mining,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,BHARATWIRE,Smallcap,Smallcap,Metals & Mining,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,CUPID,Largecap,Largecap,FMCG,2026-04-20,2026-04-21,2026-04-30,106.49,117.14,117.14,101.17,TARGET_HIT,true,7,9,10.0,12.68,-2.29,4.73,18.78,12.16,,false,2026-06-23
target_5_stop_5,CUPID,Largecap,Largecap,FMCG,2026-04-20,2026-04-21,2026-04-22,106.49,111.81,111.81,101.17,TARGET_HIT,true,1,1,5.0,6.11,-2.29,4.73,18.78,12.16,,false,2026-06-23
target_10_stop_5,GRAPHITE,Midcap,Midcap,Industrials,2026-04-20,2026-04-21,2026-05-15,715.45,787.0,787.0,679.68,TARGET_HIT,true,17,24,10.0,12.15,-3.26,2.96,0.24,3.51,,false,2026-06-12
target_5_stop_5,GRAPHITE,Midcap,Midcap,Industrials,2026-04-20,2026-04-21,2026-04-23,715.45,751.22,751.22,679.68,TARGET_HIT,true,2,2,5.0,5.67,-0.59,2.96,0.24,3.51,,false,2026-06-12
target_10_stop_5,HAPPYFORGE,Midcap,Midcap,Industrials,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,HAPPYFORGE,Midcap,Midcap,Industrials,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,KOVAI,Midcap,Midcap,Healthcare,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,KOVAI,Midcap,Midcap,Healthcare,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,NDLVENTURE,Smallcap,Smallcap,Financials,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_5_stop_5,NDLVENTURE,Smallcap,Smallcap,Financials,2026-04-20,,,,,,,NO_PRICE_DATA,false,,,,,,,,,,false,
target_10_stop_5,NOVARTIND,Smallcap,Smallcap,Healthcare,2026-04-20,2026-04-21,2026-05-08,999.8,1099.78,1099.78,949.81,TARGET_HIT,true,12,17,10.0,12.52,-4.98,5.11,5.09,32.33,,false,2026-06-22
